1.64435e-05 0.00293043 -823.45 -57.45 
1.33836e-05 0.00238512 -823.45 19.15 
1.12776e-05 0.00200981 -823.45 95.75 
7.85901e-06 0.00140057 -823.45 172.35 
1.14511e-05 0.00204074 -823.45 325.55 
9.37214e-06 0.00167023 -823.45 402.15 
1.79817e-05 0.00320456 -823.45 440.45 
1.32843e-05 0.00236743 -785.15 19.15 
1.39236e-05 0.00248136 -785.15 57.45 
3.85924e-05 0.00687765 -785.15 95.75 
2.19082e-05 0.00390432 -785.15 210.65 
2.63676e-05 0.00469905 -785.15 287.25 
1.72299e-05 0.00307058 -785.15 325.55 
8.37891e-06 0.00149323 -746.85 -210.65 
5.32814e-05 0.00949542 -746.85 -57.45 
4.01893e-05 0.00716225 -746.85 -19.15 
3.17507e-05 0.00565837 -746.85 57.45 
7.5675e-05 0.0134862 -746.85 95.75 
3.72856e-05 0.00664477 -746.85 134.05 
1.92926e-05 0.00343819 -746.85 172.35 
1.77567e-05 0.00316447 -746.85 287.25 
9.32137e-05 0.0166119 -708.55 -57.45 
0.000131787 0.0234861 -708.55 -19.15 
4.3984e-05 0.00783851 -708.55 19.15 
0.000109009 0.0194267 -708.55 57.45 
4.21865e-05 0.00751817 -708.55 95.75 
0.000209477 0.0373316 -708.55 172.35 
6.85637e-05 0.0122189 -708.55 210.65 
5.78135e-05 0.0103031 -708.55 248.95 
1.0227e-05 0.00182258 -708.55 287.25 
1.60645e-05 0.00286289 -670.25 -172.35 
1.17784e-05 0.00209905 -670.25 -95.75 
0.000297714 0.0530564 -670.25 19.15 
0.000162816 0.0290159 -670.25 57.45 
0.000294872 0.0525499 -670.25 95.75 
0.000255069 0.0454565 -670.25 134.05 
0.000139811 0.024916 -670.25 172.35 
0.00011631 0.0207278 -670.25 210.65 
4.00627e-05 0.00713968 -670.25 248.95 
3.13037e-05 0.00557872 -670.25 287.25 
9.29385e-06 0.00165628 -670.25 440.45 
1.44507e-05 0.0025753 -631.95 -172.35 
4.85598e-05 0.00865397 -631.95 -134.05 
5.59601e-05 0.00997281 -631.95 -95.75 
0.000112133 0.0199835 -631.95 -57.45 
0.000285957 0.0509612 -631.95 -19.15 
0.00058618 0.104465 -631.95 19.15 
0.000857955 0.152899 -631.95 57.45 
0.00118568 0.211303 -631.95 95.75 
0.00100449 0.179013 -631.95 134.05 
0.00123932 0.220863 -631.95 172.35 
0.000465037 0.0828754 -631.95 210.65 
0.000512081 0.0912594 -631.95 248.95 
2.41798e-05 0.00430915 -631.95 287.25 
9.12399e-06 0.00162601 -631.95 325.55 
3.21412e-05 0.00572797 -631.95 363.85 
2.31537e-05 0.00412628 -631.95 555.35 
7.25285e-06 0.00129255 -593.65 -210.65 
7.62311e-06 0.00135853 -593.65 -172.35 
2.00718e-05 0.00357705 -593.65 -134.05 
4.41761e-05 0.00787274 -593.65 -95.75 
0.000539788 0.096197 -593.65 -19.15 
0.00167455 0.298426 -593.65 19.15 
0.0289306 5.1558 -593.65 57.45 
0.0051122 0.91106 -593.65 95.75 
0.00275933 0.491747 -593.65 134.05 
0.000159919 0.0284996 -593.65 248.95 
4.79885e-05 0.00855215 -593.65 287.25 
8.75327e-06 0.00155994 -593.65 325.55 
9.42298e-06 0.00167929 -593.65 440.45 
5.76085e-06 0.00102666 -555.35 -287.25 
2.08045e-05 0.00370763 -555.35 -134.05 
4.91602e-05 0.00876097 -555.35 -95.75 
0.00027201 0.0484756 -555.35 -57.45 
0.00505954 0.901674 -555.35 19.15 
0.0814774 14.5203 -555.35 95.75 
0.0271432 4.83727 -555.35 134.05 
0.00178255 0.317674 -555.35 172.35 
0.00117765 0.209872 -555.35 210.65 
0.000166894 0.0297427 -555.35 248.95 
1.92624e-05 0.0034328 -555.35 287.25 
1.63084e-05 0.00290637 -555.35 325.55 
1.2375e-05 0.00220539 -555.35 363.85 
1.14527e-05 0.00204101 -517.05 -325.55 
1.28235e-05 0.0022853 -517.05 -210.65 
0.000179652 0.0320163 -517.05 -95.75 
0.000357945 0.0637904 -517.05 -57.45 
0.000997142 0.177703 -517.05 -19.15 
0.00449113 0.800376 -517.05 19.15 
0.0090793 1.61805 -517.05 57.45 
0.782386 139.431 -517.05 95.75 
0.00207476 0.369749 -517.05 172.35 
